wall_id,materials,total_thickness,total_r_value,total_u_value,total_embodied_carbon,heat_transfer,total_cost
27,"[{'material': 'Cement plaster', 'thickness': np.float64(0.014), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(52.632), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}, {'material': 'Glass Wool (unbonded)', 'thickness': np.float64(0.099), 'density': np.float64(69.0), 'conductivity': np.float64(0.043), 'u_value': np.float64(0.434), 'embodied_carbon_coefficient': np.float64(1.35), 'cost': np.float64(5.78), 'recyclability': np.int64(4), 'bio_based': np.False_, 'color': '#707372'}, {'material': 'Solid burnt clay brick', 'thickness': np.float64(0.012), 'density': np.float64(1920.0), 'conductivity': np.float64(0.98), 'u_value': np.float64(83.333), 'embodied_carbon_coefficient': np.float64(0.012), 'cost': np.float64(22.31), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#b4b2b3'}, {'material': 'Plywood', 'thickness': np.float64(0.012), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(14.493), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}]",0.137,2.402,150.892,32.719,4.163,58.31
28,"[{'material': 'Cement plaster', 'thickness': np.float64(0.014), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(52.632), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}, {'material': 'Cork slab', 'thickness': np.float64(0.056), 'density': np.float64(192.0), 'conductivity': np.float64(0.044), 'u_value': np.float64(0.786), 'embodied_carbon_coefficient': np.float64(0.2), 'cost': np.float64(21.86), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#a2a3a5'}, {'material': 'Timber', 'thickness': np.float64(0.018), 'density': np.float64(480.0), 'conductivity': np.float64(0.072), 'u_value': np.float64(4.0), 'embodied_carbon_coefficient': np.float64(0.72), 'cost': np.float64(21.71), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#6f706e'}]",0.088,1.542,57.418,23.912,6.485,54.3
29,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.093), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(8.475), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Foam glass', 'thickness': np.float64(0.1), 'density': np.float64(127.0), 'conductivity': np.float64(0.056), 'u_value': np.float64(0.56), 'embodied_carbon_coefficient': np.float64(1.26), 'cost': np.float64(72.27), 'recyclability': np.int64(4), 'bio_based': np.False_, 'color': '#848788'}, {'material': 'Timber', 'thickness': np.float64(0.029), 'density': np.float64(480.0), 'conductivity': np.float64(0.072), 'u_value': np.float64(2.481), 'embodied_carbon_coefficient': np.float64(0.72), 'cost': np.float64(21.71), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#6f706e'}]",0.222,2.307,11.516,210.778,4.335,148.63
30,"[{'material': 'Plywood', 'thickness': np.float64(0.025), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(6.944), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}, {'material': 'Cork slab', 'thickness': np.float64(0.088), 'density': np.float64(164.0), 'conductivity': np.float64(0.043), 'u_value': np.float64(0.489), 'embodied_carbon_coefficient': np.float64(0.3), 'cost': np.float64(21.86), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#a2a3a5'}, {'material': 'Gypsum plaster', 'thickness': np.float64(0.013), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(40.0), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}]",0.126,2.216,47.433,24.392,4.513,48.32
31,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.073), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(10.753), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Soft board', 'thickness': np.float64(0.045), 'density': np.float64(249.0), 'conductivity': np.float64(0.047), 'u_value': np.float64(1.045), 'embodied_carbon_coefficient': np.float64(0.5), 'cost': np.float64(20.5), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#b2afb0'}, {'material': 'Cement plaster', 'thickness': np.float64(0.012), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(58.824), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}]",0.13,1.067,70.622,163.945,9.372,85.88
32,"[{'material': 'Timber', 'thickness': np.float64(0.033), 'density': np.float64(480.0), 'conductivity': np.float64(0.072), 'u_value': np.float64(2.183), 'embodied_carbon_coefficient': np.float64(0.72), 'cost': np.float64(21.71), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#6f706e'}, {'material': 'Rock wool (unbonded)', 'thickness': np.float64(0.092), 'density': np.float64(92.0), 'conductivity': np.float64(0.047), 'u_value': np.float64(0.511), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(16.25), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#c1c1c3'}, {'material': 'Solid burnt clay brick', 'thickness': np.float64(0.012), 'density': np.float64(1920.0), 'conductivity': np.float64(0.98), 'u_value': np.float64(83.333), 'embodied_carbon_coefficient': np.float64(0.012), 'cost': np.float64(22.31), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#b4b2b3'}, {'material': 'Timber', 'thickness': np.float64(0.029), 'density': np.float64(480.0), 'conductivity': np.float64(0.072), 'u_value': np.float64(2.481), 'embodied_carbon_coefficient': np.float64(0.72), 'cost': np.float64(21.71), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#6f706e'}]",0.166,2.83,88.508,30.59,3.534,81.98
33,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.056), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(14.085), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Rock wool (unbonded)', 'thickness': np.float64(0.045), 'density': np.float64(150.0), 'conductivity': np.float64(0.043), 'u_value': np.float64(0.955), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(16.25), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#c1c1c3'}, {'material': 'Gypsum plaster', 'thickness': np.float64(0.015), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(34.483), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}]",0.116,1.147,49.523,123.025,8.718,77.87
34,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.077), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(10.204), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Cork slab', 'thickness': np.float64(0.051), 'density': np.float64(192.0), 'conductivity': np.float64(0.044), 'u_value': np.float64(0.863), 'embodied_carbon_coefficient': np.float64(0.2), 'cost': np.float64(21.86), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#a2a3a5'}, {'material': 'Timber', 'thickness': np.float64(0.021), 'density': np.float64(480.0), 'conductivity': np.float64(0.072), 'u_value': np.float64(3.425), 'embodied_carbon_coefficient': np.float64(0.72), 'cost': np.float64(21.71), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#6f706e'}]",0.149,1.549,14.492,162.184,6.456,98.22
35,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.051), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(15.385), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Rock wool (unbonded)', 'thickness': np.float64(0.091), 'density': np.float64(92.0), 'conductivity': np.float64(0.047), 'u_value': np.float64(0.517), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(16.25), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#c1c1c3'}, {'material': 'Cement plaster', 'thickness': np.float64(0.014), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(52.632), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}]",0.156,2.02,68.534,125.649,4.95,81.63
36,"[{'material': 'Timber', 'thickness': np.float64(0.024), 'density': np.float64(480.0), 'conductivity': np.float64(0.072), 'u_value': np.float64(3.003), 'embodied_carbon_coefficient': np.float64(0.72), 'cost': np.float64(21.71), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#6f706e'}, {'material': 'Cork slab', 'thickness': np.float64(0.022), 'density': np.float64(192.0), 'conductivity': np.float64(0.044), 'u_value': np.float64(2.0), 'embodied_carbon_coefficient': np.float64(0.2), 'cost': np.float64(21.86), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#a2a3a5'}, {'material': 'Plywood', 'thickness': np.float64(0.02), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(8.696), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}]",0.066,0.948,13.699,21.939,10.549,63.06
37,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.097), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(8.13), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Soft board', 'thickness': np.float64(0.028), 'density': np.float64(320.0), 'conductivity': np.float64(0.066), 'u_value': np.float64(2.358), 'embodied_carbon_coefficient': np.float64(0.12), 'cost': np.float64(24.57), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#b2afb0'}, {'material': 'Timber', 'thickness': np.float64(0.034), 'density': np.float64(480.0), 'conductivity': np.float64(0.072), 'u_value': np.float64(2.119), 'embodied_carbon_coefficient': np.float64(0.72), 'cost': np.float64(21.71), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#6f706e'}]",0.159,1.019,12.607,205.525,9.814,100.93
38,"[{'material': 'Plywood', 'thickness': np.float64(0.017), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(10.204), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}, {'material': 'Soft board', 'thickness': np.float64(0.031), 'density': np.float64(320.0), 'conductivity': np.float64(0.066), 'u_value': np.float64(2.128), 'embodied_carbon_coefficient': np.float64(0.12), 'cost': np.float64(24.57), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#b2afb0'}, {'material': 'Cement plaster', 'thickness': np.float64(0.015), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(47.619), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}]",0.063,0.589,59.951,28.721,16.978,54.79
39,"[{'material': 'Timber', 'thickness': np.float64(0.032), 'density': np.float64(480.0), 'conductivity': np.float64(0.072), 'u_value': np.float64(2.252), 'embodied_carbon_coefficient': np.float64(0.72), 'cost': np.float64(21.71), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#6f706e'}, {'material': 'Expanded polystyrene', 'thickness': np.float64(0.089), 'density': np.float64(24.0), 'conductivity': np.float64(0.335), 'u_value': np.float64(3.759), 'embodied_carbon_coefficient': np.float64(2.55), 'cost': np.float64(13.23), 'recyclability': np.int64(1), 'bio_based': np.False_, 'color': '#787b7b'}, {'material': 'Solid burnt clay brick', 'thickness': np.float64(0.012), 'density': np.float64(1920.0), 'conductivity': np.float64(0.98), 'u_value': np.float64(83.333), 'embodied_carbon_coefficient': np.float64(0.012), 'cost': np.float64(22.31), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#b4b2b3'}, {'material': 'Cement plaster', 'thickness': np.float64(0.014), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(52.632), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}]",0.147,0.741,141.976,32.323,13.495,67.98
40,"[{'material': 'Cement plaster', 'thickness': np.float64(0.014), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(52.632), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}, {'material': 'Cork slab', 'thickness': np.float64(0.098), 'density': np.float64(192.0), 'conductivity': np.float64(0.044), 'u_value': np.float64(0.449), 'embodied_carbon_coefficient': np.float64(0.2), 'cost': np.float64(21.86), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#a2a3a5'}, {'material': 'Cement plaster', 'thickness': np.float64(0.013), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(55.556), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}]",0.125,2.264,108.637,33.735,4.417,43.32
41,"[{'material': 'Gypsum plaster', 'thickness': np.float64(0.012), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(43.478), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}, {'material': 'Rock wool (unbonded)', 'thickness': np.float64(0.056), 'density': np.float64(150.0), 'conductivity': np.float64(0.043), 'u_value': np.float64(0.768), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(16.25), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#c1c1c3'}, {'material': 'Cement plaster', 'thickness': np.float64(0.01), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(71.429), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}]",0.078,1.339,115.675,23.671,7.468,33.95
42,"[{'material': 'Cement plaster', 'thickness': np.float64(0.013), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(55.556), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}, {'material': 'Cork slab', 'thickness': np.float64(0.061), 'density': np.float64(164.0), 'conductivity': np.float64(0.043), 'u_value': np.float64(0.705), 'embodied_carbon_coefficient': np.float64(0.3), 'cost': np.float64(21.86), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#a2a3a5'}, {'material': 'Cement plaster', 'thickness': np.float64(0.014), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(52.632), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}]",0.088,1.456,108.893,32.973,6.868,43.32
43,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.075), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(10.526), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Mineral wool (unbonded)', 'thickness': np.float64(0.036), 'density': np.float64(73.5), 'conductivity': np.float64(0.03), 'u_value': np.float64(0.833), 'embodied_carbon_coefficient': np.float64(0.5), 'cost': np.float64(16.25), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#b9b7ba'}, {'material': 'Gypsum plaster', 'thickness': np.float64(0.012), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(43.478), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}]",0.123,1.318,54.837,154.068,7.587,77.87
44,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.088), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(8.929), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Mineral wool (unbonded)', 'thickness': np.float64(0.09), 'density': np.float64(73.5), 'conductivity': np.float64(0.03), 'u_value': np.float64(0.333), 'embodied_carbon_coefficient': np.float64(0.5), 'cost': np.float64(16.25), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#b9b7ba'}, {'material': 'Cement plaster', 'thickness': np.float64(0.01), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(71.429), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}]",0.188,3.126,80.691,189.229,3.199,81.63
